author,career_length,paper_year
Stefano Carpin,14,7
Andrea Monti-Guarnieri,25,5
Ashish Goel,34,19
Avinash Kak,44,44
Markus Gross,24,10
Donald Metzler,8,6
Konrad U. Förstner,10,6
Marco Tomassini,22,10
Hyuk-Jun Lee,36,18
Sven Degroeve,14,6
Paolo Giudici,22,17
Hrvoje Benko,13,5
Josiane Zerubia,24,12
xiaowen xu,35,19
Sebastian Maurer-Stroh,13,2
David C. Parkes,18,12
Gernot Heiser,28,23
Ruth Aylett,24,15
patrick lincoln,28,16
M Stella Atkins,31,15
Gianluca Antonelli,18,10
Paddy Nixon,23,17
Hans Knutsson,36,17
Mauro Forti,25,7
Krzysztof Gajos,17,7
Guoming Wang,32,19
Sean Bechhofer,22,12
Javier Herrero,14,10
Thomas R Ioerger,24,12
Thomas Anderson,37,31
John Laird,31,5
Ruigang Yang,37,19
Edmond Boyer,19,11
Edward J. Coyle,31,20
Xingxing Chen,35,14
Wu Li,35,24
Peter F. Patel-Schneider,28,19
John S Gero,47,23
Christian Becker,22,13
Martin Kilduff,28,17
Zvi Shiller,30,14
Bryan Stiles,21,14
Mohammed Bennamoun,25,17
Devavrat Shah,15,7
Ramon Huerta,22,7
Yixin Chen,38,26
Alexandros Labrinidis,20,10
Hongseok Yang,17,4
Lorenz Wernisch,21,9
Nicola Leone,23,15
Mohamed Kaaniche,25,10
Luigi Rizzo,25,8
Victor,4,2
Michael A. Henning,27,8
David Goldberg,33,13
Soteris A. Kalogirou,22,12
Joel Rozowsky,23,16
Ullrich Hustadt,22,12
Henderik A. Proper,23,2
Artem Harutyunyan,8,4
Junshan Zhang,34,25
William Cook,31,24
Ramin Yahyapour,16,2
Rene Warren,17,12
Raymond Mooney,29,1
Gaurang Mehta,14,6
Gari Clifford,14,3
Giorgio Metta,22,10
Panos Pardalos,28,14
Wei Chen （陈 卫）,17,12
Carlo Blundo,21,0
Ilan Shimshoni,26,17
Dorothy Denning,40,13
David Reiss,24,7
Berthold Horn,45,13
Justin Starren,20,12
Chris Creevey,15,10
Kun-Lung Wu,27,13
Stan Uryasev,20,6
Nikolaos V. Tsekos,24,0
Eric Fosler-Lussier,20,9
Ben Leong,11,2
Lauri Malmi,22,10
Francisco Ruiz,39,35
Michael Tangermann,33,23
Cagatay Basdogan,21,4
Yun Fu,11,7
MAVila,33,12
Austin Basye,7,4
Punam Kumar Saha,23,9
Patrick Flaherty,12,0
Monika Heiner,25,19
Ian H. Witten,40,32
Ilan Shimshoni,26,17
Agostino Dovier,23,17
Richard Maclin,22,10
Lotfi LAKHAL,23,10
Gustavo Caetano-Anolles,26,3
Ali Ghodsi,11,8
Ladislau Bölöni,17,4
Xinbo Gao,30,26
Blair Nonnecke,21,13
Marylyn D Ritchie,14,1
Alessandro Bogliolo,19,5
Shahram Shahbazpanahi,17,9
Antonio González,27,2
Vincent Rijmen,23,11
Mark D. Hill,43,34
Thomas Runkler,21,6
Fouque,15,6
René Veenstra,17,7
Wolfram Schulte,22,13
Deng Xiaotie,25,18
Yanchao Zhang,9,2
Gary Benson,22,7
Jianjun Zhao,19,9
marcel worring,25,12
Ramamohanarao (Rao) Kotagiri,32,25
Ulrike von Luxburg,11,4
Roy Pea,37,16
Marty Humphrey,24,16
Shanshan Zhang,37,35
Sharon Goldwater,18,11
Mauro Birattari,16,8
Alexander G. Belyaev,26,15
Stephen Marsland,15,10
Ari Juels,21,13
James Aspnes,27,20
Stefano Chessa,18,11
Albin Sandelin,12,5
Lennart Nacke,10,7
Ahmed Rebai,21,1
Anil K. Jain,39,26
Stefan Winkler,19,10
Harold Ossher,30,16
Jens Vygen,22,20
Dilys Thomas,13,4
Quentin Spencer,14,8
Valentin Goranko,29,16
Qi Li,25,15
Kazuhito Yokoi,27,16
In-Cheol Park,26,13
Georges Fadel,27,11
Andrew D Smith,13,6
Michael Bernstein,9,5
Rudy Hirschheim,31,21
Theodore P. Baker,40,18
Johan de Kleer,39,11
Wojciech Matusik,15,1
Santosh Kumar,12,2
Yao-Cheng Lin,14,8
J. Blair Perot,22,12
Hongrae Lee,36,22
Martha Stone Palmer,37,17
Janusz Starzyk,35,27
Sunil Kumar Singh,43,29
Nathan D. Price,13,2
David Hadley,6,0
Bo Yuan (苑波),23,10
Patrick Olivier,28,22
Ruhul Sarker,23,10
Satish Balay,17,17
Otmar Hilliges,11,8
Enrique Herrera-Viedma,20,6
Wieland Schwinger,16,5
Jonathon A Chambers,24,18
Joel Ouaknine,17,6
Yin Zhang (章寅),33,20
Emiliano Casalicchio,13,2
Lionel Tarassenko,31,11
Arne Skou,25,0
Jianfeng Gao,33,25
Gennady Denisov,32,26
Wang Jinjiang,34,17
Matthew T. Mason,35,2
Hari Balakrishnan,19,6
Roderic Guigo,24,11
Erwin Pesch,29,14
Ruben S. Montero,13,9
Shih-Lien Lu,25,13
Kwiseon Kim,23,6
Tilman Wolf,16,2
Mitchel Resnick,34,14
Salvador Olmos,21,11
Konstantinos Sagonas,21,1
Sonja Buchegger,12,1
John Hennessy,39,37
Daniel Delling,8,2
John Kelsey,16,5
Chris Dyer,8,1
William H. Majoros,13,0
Xiao Yang,32,15
Michael Backes,12,1
Scott E. Hudson,29,15
TS Eugene Ng,18,6
Bjorn Ottersten,27,4
Samuel Pierre,25,19
Mike Jones,16,4
joelle Coutaz,30,19
Yan Zhang,30,26
Stanislaw Jarecki,20,1
Marianne Winslett,29,4
James E. Fowler,22,15
Lynda Hardman,26,1
David G Goodenough,40,9
James B. Orlin,37,16
Dan Keun Sung,24,20
Doug Bowman,19,9
Giovanna Di Marzo Serugendo,20,15
Hugo Zaragoza,14,6
Juan J. Merelo Guervós,24,3
Renato Figueiredo,24,14
Qingshan Liu,34,22
Massimo Mecella,15,4
Kees Albers,7,4
Sarah E Calvo,13,1
John J. Craig,26,26
Sanjeev Kumar,15,10
Jun Wang,28,16
Konstantinos N Plataniotis,21,8
Petter Ögren,14,4
Veronica Jimenez,10,5
Jack Snoeyink,25,19
Albrecht Schmidt,19,3
Susumu Goto,21,7
Giuseppe Carlo Calafiore,17,7
Chien Chen,39,20
Thomas Ristenpart,12,6
Rob J Hyndman,24,8
Jerzy (Jerry) Bernholc,36,19
Stan Matwin,37,20
Daphne Koller,27,22
Pascal Felber,19,8
Joshua R Smith,23,20
Srikantan Nagarajan,23,5
Christos Faloutsos,32,17
Jan Verschelde,23,9
Tao Li (李涛),13,5
Joshua B. Tenenbaum,23,9
Xiaobo Zhou,32,26
Li Dalin,34,16
Jacob Engelbrecht,11,8
Alexandre Bayen,13,4
Martin Farach,24,13
Loren Schwiebert,21,9
Joost-Pieter Katoen,25,19
Jeffrey S. Vetter,20,8
David Bernstein,20,3
Fan Yang,34,23
Martin Gargiulo,25,10
Giuseppe Caire,23,7
Ivica Letunić,12,0
Jakob Verbeek,16,5
Enrico Nardelli,30,16
Alexander Ihler,15,11
xiaoyu wang,34,26
Ingemar J. Cox,32,15
Radu B. Rusu,10,7
Prasenjit Mitra,19,5
Edward Fox,34,3
Jan Ramon,16,2
Eric Widmer,22,5
Mohammad Mahdian,17,11
Kristinn R. Thórisson,22,8
Patrick Eugster,15,4
David Maier,37,6
Robby Findler,18,7
Shuchi Chawla,13,0
Thomas Sicheritz-Ponten,17,13
Boris Mordukhovich,36,28
Ed Chi,19,13
Bernhard Westfechtel,26,10
Leopoldo Bertossi,29,14
Yoshiharu Kohayakawa,24,7
Joan Massó,25,7
Niklas Ravaja,19,12
Takayuki Kanda,21,11
Frank Chongwoo Park,25,6
Shahriar Negahdaripour,30,5
Giacomo Bruno,17,14
James Lester,26,12
Serge Beucher,36,13
Antonella De Angeli,19,2
Helmut Krcmar,35,26
Chris HQ Ding,33,24
Walid G. Aref,23,16
Nada Amin,11,0
Peter Molnar,19,0
Joseph Pasquale,27,7
Xiang-Jun Lu,20,10
Fabien AP Petitcolas,15,3
Mirella Lapata,28,21
UICHIN LEE,9,0
Nicolò Cesa-Bianchi,26,14
JWM Bergmans,28,24
Steven Salzberg,32,19
Zhiwei Zhu,32,21
Conor Ryan,20,9
Gregory Cooper,29,8
Jung-Hsien Chiang,24,13
Samuel Chaffron,4,2
Richard S. Sutton,36,20
Patrick Lam,16,1
Constance HEITMEYER or Connie HEITMEYER,37,20
Arnold WM Smeulders,37,23
Tom Heskes,23,12
Hee-Woong Kim,21,15
Nikos Papamarkos,31,18
Antonis Argyros,22,17
A Min Tjoa,38,7
David G. Barnes,19,6
Anil Somayaji,19,2
James E. Smith,34,22
Jianhua Yang,35,20
Michael HF Wilkinson,23,5
Rahul Dave,19,3
Dr. Anand kumar,40,14
Metin Sitti,20,7
Kenneth S. Johnson,43,26
Jamie Shotton,11,10
Koen Claessen,18,4
Gregory O'Hare,29,11
Sherman SM Chow,10,9
Jeongkyu Lee,41,30
Giles Hooker,11,3
Leslie Greengard,31,4
Chee Shin Yeo,10,6
Yuchao Tang(Doniel),36,27
Sean (Xin) Xu,11,1
Tony Hosking,23,17
Anders Lindquist,45,15
Z Michalewicz,34,15
Joi L. Moore,15,5
Pablo Noriega,18,2
Jean-Marc Jezequel,26,10
Weili Lin,35,27
Tingwen Huang,19,15
Andrew J Hanson,42,8
Nancy Lynch,42,24
Steven Abney,29,2
karim faez,19,6
Roni Rosenfeld,41,24
Eric Paulos,21,11
Alessandro Flammini,18,7
Ward Wheeler,29,21
Michael Sharpe,24,9
Vijaya Ramachandran,35,12
Rick Beatson,37,24
Pierre Wolper,31,4
Pierre Poulin,24,0
Stefano Marchesini,18,15
Bjorn Regnell,19,6
Indrakshi Ray,20,10
James V Hansen,40,15
Russ Tedrake,15,6
Susan Eisenbach,32,14
Corinne Fournier,13,7
Matthew Hurst,17,13
David Pointcheval,20,6
Anind K. Dey,17,3
Lukas ,6,3
Luca Iocchi,18,8
Khe Foon HEW,12,5
Rolf Findeisen,17,5
David Crandall,15,10
Kenneth G Brown,18,8
Todd Johnson,24,3
Pedro Mendes,24,13
Greg Morrisett,20,6
AS Szalay,41,27
John Rust,41,26
Thomas Schubert,17,5
Chu-Ren Huang 黃居仁,33,22
Noah Snavely,12,4
Matthias Grossglauser,20,9
Wenliang Du,19,10
Tim Cootes,23,4
Imre J. Rudas,24,17
Mark Weal,19,8
L. Miguel Silveira,27,10
Rainer Palm,25,3
salil kanhere,14,5
Wei-Zhi Wu(吴伟志),20,7
Michael Butler,25,14
Kevin Lano,24,8
William M. Campbell,23,16
ahmed kamal,34,24
Navneet Dalal,11,3
Michael Jones,21,9
Takeo Igarashi,25,18
Richard M. Stern,45,27
Alon Lavie,25,17
Holger Claussen,11,4
Hervé Bourlard,35,15
Tucker Balch,20,5
Lieven Vandenberghe,26,16
Hugues Hoppe,22,4
Jason Hong,18,0
Harald Gall,36,25
Marco Cristani,12,8
Paolo Cignoni,22,6
David Poole,30,4
Alexandros Nanopoulos,16,12
Juan Carlos De Martin,19,14
Wei Zhang,33,27
Guihai Chen,36,27
Nicolas Le Novère,21,10
Terrence Disz,24,20
Pieter Hartel,31,23
Marlon Dumas,16,6
Frederik Vercauteren,14,6
Yao Zheng 郑耀,36,31
Remi Ronfard,23,3
Bernt Schiele,20,14
Remi Ronfard,23,3
Paul L. Rosin,26,14
Hannah Carter,6,0
Jan Van den Bussche,24,21
Miguel A. Carreira-Perpinan,20,9
Ram Ramanathan,21,1
David S. Huen,26,5
Doug A. Bowman,19,9
Brian Uzzi,22,6
Calin Cascaval,20,8
Chun-Hung CHENG,22,1
Caroline Haythornthwaite,21,5
Jorma Tarhio,32,19
Orna Grumberg,31,17
Chimay Anumba,23,16
Albert C. Reynolds,42,6
Luca Chittaro,25,17
Galen C. Hunt,36,21
Bhaskar Rao,33,16
Denis Foo Kune,15,0
Rachel Karchin,16,10
wb langdon,20,14
Michel Abdalla,21,14
Lorenz Wernisch,21,9
Ludmila Cherkasova,33,25
Matthew Arnold,11,0
Thomas Casavant,31,5
Volker Rasche,22,7
Bertrand Meyer,38,21
Jonas Almeida,35,24
Bud Mishra,31,4
Steve Furber,35,23
David J Harper,30,1
Pedro Szekely,31,21
Qilian Liang,24,10
Dimitris Samaras,16,8
Vasilis Vassalos,16,0
Sudipta Sengupta,29,25
Jitendra Malik,32,13
Martin G Everett,34,22
David Wallom,18,6
Katsushi Ikeuchi,35,2
Michael Brudno,15,5
Maarten van Emden,44,7
Zhihua Liang,22,20
Wen Gao,30,21
Bin Gu,14,8
Carl Bankston,20,4
Roman Eisner,10,4
Gerhard Roth,26,17
Alice Carolyn McHardy,11,2
Cheng Hsu,41,2
Matthew Moskewicz,11,0
Vilém Novák,38,13
Brendan McConkey,21,15
Yookun Cho,33,23
James "Jim" Gettys,29,15
Peter Ryan,23,10
Leonid Peshkin,21,17
Giuseppe Raso,30,6
Maria E Orlowska,22,11
Bruce Buchanan,46,18
Zdravko Kravanja,27,2
Edward Fredkin,52,42
Michael Kwok-Po Ng,22,4
Jin Wu Nam,10,2
Steven M. LaValle,23,15
Ada Wai-Chee Fu,25,10
Frank NIELSEN,25,15
Qingxiong Yang,9,4
Mark Keane,28,15
Peter van Beek,27,0
Vijaykrishnan Narayanan,15,6
Minho Shin,11,1
Jon Feldman,31,22
Jianmin Zheng,22,11
Richard Hull,28,12
Paola Inverardi,31,21
Nasser M Nasrabadi,31,5
Gui-Rong Xue,24,17
Herbert Bos,16,8
Robert A deKemp,23,14
Örjan Bodin,10,4
David W Chadwick,27,16
Alain Rakotomamonjy,16,10
Ah Chung Tsoi,44,27
John-Jules Meyer,33,23
ZhiYu Chen,34,24
Hossein Nezamabadi-pour,12,6
George Α. Papadopoulos,26,10
Cyrill Stachniss,12,3
Professor Chris Chatwin,35,17
Maarten de Rijke,23,11
Marko van Eekelen,29,2
Paola Velardi,31,20
Nicholas Walton,25,13
Soo-Young Lee,30,22
PK Dash,42,31
Anatole Lécuyer,14,7
Wen Chen（陈文）,31,16
Gavin Bierman,22,14
Massimo Poncino,23,9
Stephen A. Edwards,30,19
Francis Bond,20,8
chilukuri mohan,27,11
floriana esposito,24,7
Yiming Yang,35,18
Dekang Lin,25,9
Haizhou Ai,24,14
Adil Baykasoglu,17,10
Joachim Hornegger,22,16
JE Beasley,33,9
Eliseo Clementini,27,6
Sebastian Rudolph,13,8
Marta Kwiatkowska,25,17
Dinggang Shen,27,15
Yushan Chen,38,25
Srini Narayanan,20,11
Nick Briggs,11,8
Craig Boutilier,25,22
Yiping Fan,30,20
Amit Agrawal,24,16
Lawrence Fagan,32,3
KIMON   P   VALAVANIS,30,24
Sanjay Mehrotra,27,5
Wayne D. Gray,37,0
Alvaro AA Fernandes,21,10
Ronen Basri,26,17
Brendan O'Connor,10,4
Kurt Rothermel,30,14
Tatsushi Nishi,39,0
Willy Susilo ,15,5
Fabio Vandin,7,4
Dr. Sergey V. Litvinov, PhD,26,9
Bertis B. Little, Ph.D.,33,8
Ying Xu,29,19
Andrew Senior,22,12
Jin Song Dong,28,16
Joydeep Ghosh,27,16
Erik van Nimwegen,17,8
Myung-Soo Kim,26,9
Nir Friedman,22,5
Jingdong Wang,22,19
Jason Redi,16,5
Modesto Orozco,27,19
Likun Xia,30,22
Louis Wehenkel,28,20
Juha Kärkkäinen,21,10
Chandrasekhar Boyapati,15,7
Qingyong LI,33,24
kwangjo kim,39,27
Nigel Collier,19,9
Carl E. Landwehr,39,29
Alejandro Lopez-Ortiz,20,8
Henning Stahlberg,18,4
Naseer Shahzad,22,16
Soeren Sonnenburg,11,4
S. Gnanakaran,20,9
Frank Hutter,12,6
Olivier Coudert,21,1
Alberto Sangiovanni Vincentelli,41,19
Jonathan Hui,9,1
Francisco Brasileiro,19,8
Jason Leigh,21,9
David A Hendrix,12,11
Eric Nawrocki,8,3
Kees van Deemter,30,16
Joaquim Gabarro,32,8
Xianwen Kong,21,14
Lluís Padró,20,10
Tova Milo,23,8
Chris Greenhalgh,20,1
Jaak Vilo,20,7
liang xiao, Professor,23,6
Michael Isard,20,4
Claudio Carpineto,25,16
Alessandro De Luca,29,17
Paolo Giorgini,20,10
Ashraf Mohamed,34,26
Richard Everson,25,12
Liam J. Bannon,32,10
Mark Yim,24,10
David Karger,22,9
Cecilia Aragon,26,0
Masatoshi Okutomi,28,8
Yun-Qing Shi,27,19
A Silberschatz,37,22
Wei Liu,37,35
Julian FIERREZ,12,1
Michael Georgiopoulos,29,15
Gordon Cheng,19,9
R. Michael Young,39,29
Anastasios Tefas,17,4
Yang Gao,36,29
Bongshin Lee,11,5
Michael Kuhn,13,10
yadati narahari,29,7
Graeme Smith,26,12
Bogdan Gabrys,22,17
Kamalakar Karlapalem,23,6
Hyun Duk Kim,26,14
Ian Fasel,19,12
Keiichi Tokuda,31,17
Chu-Ren Huang 黃居仁,33,22
Alberto Pascual-Montano,13,3
Brian T. Pentland,23,12
Carla Brodley,22,7
Gregory Dudek,29,24
Stafford Tavares,40,20
Luca Trevisan,20,7
Shiguang Shan,16,7
Xiaomo Jiang,27,19
Zhensheng Zhang,31,24
Meir Feder,41,15
Alice Carolyn McHardy,11,2
Hee-Woong Kim,21,15
Dr. Hassen Saidi,18,3
Doug Reynolds,24,10
Phillip Wolff,22,10
Philip Bourne,34,20
Samuel Angiuoli,13,1
Michael Rabbat,12,2
Martin Styner,17,3
Serge Vaudenay,21,2
Mihai Christodorescu,18,9
James Clark,30,13
Onn Shehory,19,3
Craig Macdonald,9,3
Andrea Garzelli,21,10
Holger Hoos,20,6
Jorge Cardoso,16,6
Yann LeCun,29,13
Avelino Gonzalez,31,10
Rudolf Mathon,36,4
Shivakumar Keerthikumar,7,3
Christian Böhm,19,6
Chenyang Lu,36,25
Ben Raphael,12,9
Umesh Shankar,11,2
Thomas Natschläger,18,6
Thorsten Holz,10,3
Jennifer Rexford,22,16
Jean-Daniel Zucker,22,13
Michele Caselle,33,16
Jacob  Rosen,22,15
Pablo Arbelaez,11,8
Zhu Han,18,10
Akshay Java,7,5
Christoph Helma,20,8
Vincent Wertz,32,9
Anoop Sarkar,21,11
Jianwen Su,29,19
Andy Way,25,15
Daniel Wigdor,12,5
alessandro verri,28,12
Dr. HB Kekre,37,32
Martin Theobald,13,3
Massimo Tistarelli,28,7
Luciano Sanchez,22,16
Randall Frank,16,2
Rance Cleaveland,29,1
Frank van Harmelen,30,20
Robert V. Binder,26,15
Mainak Chatterjee, UCF,27,16
Eric C. Kerrigan,16,2
Jean-Jacques Slotine,31,8
François Sillion,24,2
Harry Zhang,35,25
Hervé Jégou,11,5
Saad Ali,9,3
Ivan Zelinka,16,2
Panagiotis Tsakalides,23,10
Dr BM Mehtre,28,11
Sunil Arya,32,16
Neil Vachharajani,11,3
Alin Albu-Schäffer,16,9
Javier Ruiz-del-Solar,19,10
Salem benferhat,22,11
Naren Ramakrishnan,19,6
Anwar Hasan,22,13
Rolf Niedermeier,22,14
Holly Yanco,22,12
Siddharth Patwardhan,10,1
Panos Papadimitratos,12,0
Ziqi Wang,36,19
Sanjay Madria,19,8
Chris Stauffer,15,1
Madhusudhan Govindaraju,16,4
Kwan-Liu Ma,27,7
Robert C. Miller,37,29
Francesco Marcelloni,20,6
Milind Buddhikot,21,14
Danny Raz,21,8
Sundararajan N,38,30
Ed Dawson,24,5
Nigel Allinson,32,16
John H Porter,35,26
Wolfgang Nejdl,27,15
Xiaobo Hu,25,14
Jihong Kim,19,6
Jacob Taylor,15,6
Michael Gertz,21,13
Ioannis Patras,18,10
Tushar Goel,13,6
Edward Angel,45,45
Edward A. LEE,41,21
Monisha Ghosh,23,5
Basilis G. Gatos,21,13
Marc Najork,24,9
Yimin Zhang,34,22
Zhenjiang Hu,20,15
Bob Coecke,19,9
Andrew M. Childs,16,5
Renato Cerqueira,19,8
Muthucumaru Maheswaran,20,7
AL Dontchev,39,18
Jordi Duch,8,0
Michael W. Godfrey,24,10
Vijayan Asari,22,12
Hai Jin,33,23
Robert Stevens,27,18
José F. Martínez,14,7
Vivek Pai,17,1
Lihi Zelnik-Manor,14,5
Armando Tacchella,16,4
R Wieringa,28,8
Peter Flach,25,14
Jonathan Eckstein,27,25
Adel Belouchrani,21,4
Simon Parsons,24,11
James Glass,30,16
Kai Len,0,0
Nian-Feng Tzeng,28,2
Wiebe van der Hoek,26,19
James E. Fowler,22,15
Dana Nau,38,28
Jun Nakanishi,17,6
Yang Xiang,33,28
Sally McClean,38,3
Maria Drangova,28,20
Hrvoje Benko,13,5
Noam Tractinsky    נעם טרקטינסקי,24,10
Jill Burstein,18,11
Feng Wu 吴枫,16,3
Jonathan Katz,25,16
Z. Morley Mao,32,28
ATHANASIOS VASILAKOS,26,23
Tomaso Aste,23,17
Uwe Aickelin,18,7
Curtis P. Langlotz,31,14
Roel Wuyts,17,10
Luis M. de Campos,27,2
James Crowley,36,7
Luc Vandendorpe,28,9
Haitao Zheng,20,12
John Roddick,27,7
Maurice D. Mulvenna,21,7
Alistair Rendell,29,5
Géza Ódor,27,20
Debra S Goldberg,14,5
Thierry Jéron,25,16
Jocelyne Troccaz,28,9
Dirk Jacob Verschuur,26,4
Pablo Chacon,21,0
Qingsong Xu,10,5
George Siemens,12,3
Alan Mackworth,40,3
Jeffrey Duda,15,1
Pawan Lingras,28,18
Spyros Reveliotis,23,10
Weizhong Li,18,11
Pierre Neuvial,10,9
Md. Nazrul Islam,34,15
Jan Friso Groote,26,7
Tor Arne Johansen,22,5
Vassilios Verykios,20,13
John Rowlands,43,26
Richard Brooks,23,12
Michael Feeley,21,4
Raghu Machiraju,21,8
Marcel Arditi,33,15
Robert Leeb,10,3
Ben Kao,22,6
liang xiao, Professor,23,6
Lin Jiang,12,6
Dan Grossman,15,3
Xiaodong Cai,17,8
Alex Bateman,19,6
Steve Whittaker,31,17
Dines Bjorner,44,12
Colin Dewey,12,0
Zahir Irani,19,10
Pascal Van Hentenryck,28,3
J. Christopher Beck,20,7
Scott F. Midkiff,28,20
Jens Stoye,19,6
Victor Lavrenko,16,5
Luigi Vincenzo Mancini,28,22
Jan-Olof Eklundh,38,34
Chuck Wooters,22,13
Yang Jianchao,38,32
Anthony Tomasic,26,11
Andrés Bruhn,13,3
Ioan Raicu,13,7
Fabio Massacci,20,12
Anand Desai,10,1
Jose C. Clemente,13,10
Hans-J. Boehm,34,8
Vladik Kreinovich,41,24
Heinz Mühlenbein,27,12
Jason Ernst,9,7
Yuval Shavitt,21,9
Riccardo Rosati,30,23
Eugene Davydov,10,4
Sanjeev Setia,23,15
David Tipper,29,20
Amedeo Cesta,25,13
mohamed hussin,8,0
Edleno Silva de Moura,16,3
Koen van de Sande,8,4
Len Bass,44,37
Tao Qin,10,3
Stan Birchfield,20,5
Hui Yang,37,35
Matthew B. Jones,23,15
Charles Lefurgy,16,6
Margaret Burnett,25,12
zongzhang zhang,32,27
Jianping Lu,28,11
Boudewijn van Dongen,12,1
Christina Ramirez Kitchen,25,15
majid sarrafzadeh,29,17
Ronald M. Levy,39,25
Maja Pantic,17,3
Morten Hertzum,21,7
Jens Groth,13,7
Josh Cogan,8,6
Claudio Carpineto,22,13
Xuyun Zhang,36,20
Chotirat Ann Ratanamahatana,11,3
Tomy Varghese,22,7
Francisco Casacuberta,31,22
James Elder,23,7
Joelle Pineau,14,3
Manfred Reichert,24,7
Arne Skou,25,0
Jelena Kovacevic,27,7
Andrew Simmonett,10,2
Stefan Mangard,12,7
Weiyi Meng,25,15
Issam El Naqa,14,2
Geraint Wiggins,24,9
Shigang Chen,39,23
Borko Furht,28,10
Padhraic Smyth,26,8
Chonggang Wang,34,26
Valeria Cardellini,16,1
Ian Watson,28,12
Andreas Zeller,21,12
David V. Pynadath,19,7
Quing Zhu,33,24
Andrea Vedaldi,9,5
Robert Jacob,22,17
Hao Yang,12,3
Jan Hajic,32,23
Hugo Larochelle,8,1
Srinivasa Narasimhan,17,6
Dennis Fetterly,10,4
Jignesh M. Patel,20,8
Ron van der Meyden,23,6
Joerg Hoffmann,17,14
Juan Manuel Corchado,17,11
Frank Piessens,22,16
David Bruhwiler,25,15
Jun Wang,25,14
Peter Wayner,22,22
Thomas Dietterich,36,22
Michael Papazoglou,30,19
Yongjie Jessica Zhang,14,5
Gregory Chirikjian,26,19
Michael Gribskov,30,24
Jonathan Cook,19,5
Alberto Broggi,24,8
Ian Gent,24,10
Constantine Stephanidis,29,16
Yong Rui 芮勇,22,7
Mengjie Zhang,33,21
Junji Yamato,24,2
Alexey Tsymbal,15,6
Ehsan Samei,20,4
Juwei Lu,16,5
Ton Weijters,27,19
Bertram C. Bruce,40,7
Bryan Morse,24,16
Hannu (TT) Toivonen,20,2
Noel E. O'Connor,23,14
William Swartout,38,16
Dylan Walker,25,18
Andrzej Duda,31,20
Daoqiang Zhang,21,11
david gertman,38,18
Olga De Troyer,30,14
Francisco Durán,15,4
W. Keith Edwards,23,8
Donald Hearn,39,1
Iryna Gurevych,12,6
Billur Barshan,25,6
Janez Brest,19,11
Aaron Clauset,12,7
Pietro Pala,20,3
Stefan Götz,9,0
Michael Bass,17,2
Yannis Theodoridis,20,6
Darrell DE Long,27,19
Rob Malouf,19,8
Janyce Wiebe,28,19
Anne Adams,21,6
Peng Yue,9,5
Michael Strube,19,11
Paolo Santi,19,10
Mohamed Daoudi,21,13
Thomas Erlebach,18,10
Mark S. Drew,39,27
Roman Yelensky,10,2
Julian Togelius,11,4
Manolis Lourakis,20,16
Cyrus Shahabi,21,4
Guy Kortsarz,22,9
Andrea Braides,31,19
Andrew Gentles,19,12
Venkat Venkatasubramanian,28,18
Devika Subramanian,28,12
Henning Fernau,28,15
Maren Bennewitz,15,1
Jean-Philippe Tarel,19,8
Enrique Vidal,32,4
Abdul Waheed,40,27
Suya You,16,2
Gang Qian,29,16
Peter Robinson,39,30
Jiming Liu,34,26
Tryphon Georgiou,31,7
Günter Karjoth,27,13
Ignacio Santamaria,20,12
Mathieu d'Aquin,13,7
Vladislav Y Orekhov,22,16
Max Meng,17,3
Zoran Obradovic,24,11
Olivier Colliot,12,9
Long Quan,27,12
Andrew Warfield,13,2
Mario Di Francesco,8,3
Michel FLIESS,46,26
Eiko Yoneki,11,8
Philipp Cimiano,13,4
Paul E. Dunne,30,23
Saurabh Sinha,14,5
Paul D Clough,14,6
Ram Kumar N,41,32
Juan José Salazar González,20,2
Santiago Schnell,20,10
Anand Raghunathan,29,17
GK Ananthasuresh,23,6
Bulent Yener,21,12
Maxim Likhachev,13,7
Yufei Tao,13,2
Joshua S. Bloom,19,6
Wlodzimierz Ogryczak,33,18
John Hatcliff,22,8
Lawrence Holder,26,6
Andreas Burg,18,9
Panos Trahanias,28,7
Mukkai Krishnamoorthy,38,18
Amy Gooch,15,0
Tim Weitzel,16,8
Dipak Ghosal,28,22
Ekkart Kindler,23,12
Detmar Straub,28,17
Michel Barlaud,28,6
Marcelo Godoy Simões,21,13
Andrew M Pitts,34,22
Belle Tseng,21,15
Stephen A. Weis,10,1
Christian Windischberger,17,13
Mihran Tuceryan,31,16
Li Yu,35,23
Jennifer Neville,14,10
Dan Brickley,15,7
Claude Crépeau,25,7
J Andrew Bangham,31,20
Alex Arenas,21,15
Jason Hartline,16,3
Robert T Collins,28,14
Paolo Atzeni,33,16
Juan Luis Castro,25,6
Jeremy Gibbons,26,15
Man Lung Yiu,23,18
Gregory R. Andrews,36,17
Francisco J. Mata,30,11
Altigran Soares da Silva,17,6
Mario Kadastik,11,8
David A. Maltz,25,7
Christian Wagner,27,17
R. Manmatha,26,15
El-ghazali Talbi,24,19
Martin Bichler,18,4
Dror Baron,14,6
Chen-Fu Chien,36,27
Xiaolin Wu,32,15
Ivica Crnkovic,18,6
Rémi Gilleron,25,18
Jan Prins,32,30
Mitchell Marcus,39,19
Yongjin Wang,38,17
William Raun,28,14
Benjamin Kuipers,40,12
David R. Kaufman,27,15
Sarosh N. Fatakia,24,17
Chandra Chekuri,19,2
